Test Case #,Status,Timestamp,Response Time (seconds)
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.0342710018157959
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.03649306297302246
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.025467872619628906
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.02847003936767578
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.03302597999572754
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.031145095825195312
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.027359962463378906
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.028425931930541992
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.0328671932220459
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.028055906295776367
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.027540922164916992
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.03118610382080078
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.03003406524658203
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.029983997344970703
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.03014993667602539
Test Case 1,<Response [200]>,2024-10-24 11:34:07,0.0324399471282959
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.036047935485839844
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03109002113342285
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03152203559875488
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.030926227569580078
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.031131267547607422
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.031434059143066406
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03310704231262207
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03222393989562988
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.02738499641418457
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.028879165649414062
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03671693801879883
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.0316159725189209
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03449106216430664
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03025221824645996
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.028923749923706055
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.029478073120117188
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03459000587463379
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03270316123962402
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.032788991928100586
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.02884387969970703
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03451180458068848
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.02894902229309082
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.027391910552978516
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03126716613769531
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.026166200637817383
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.026508092880249023
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.028300046920776367
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.029917001724243164
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.0305330753326416
Test Case 1,<Response [200]>,2024-10-24 11:34:08,0.03251194953918457
Test Case 1,<Response [200]>,2024-10-24 11:34:09,0.15417981147766113
Test Case 1,<Response [200]>,2024-10-24 11:34:09,0.029351234436035156
Test Case 1,<Response [200]>,2024-10-24 11:34:09,0.028439044952392578
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02896904945373535
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.028209924697875977
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02936100959777832
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.03278017044067383
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.032408952713012695
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.025263071060180664
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.028100013732910156
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.028579235076904297
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.025101184844970703
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.025177955627441406
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.025288820266723633
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.027406930923461914
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.0283968448638916
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.029043912887573242
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.026600122451782227
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.027278900146484375
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02737879753112793
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.026306867599487305
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02975177764892578
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.028831958770751953
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.0283358097076416
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.036412954330444336
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.025150775909423828
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02524399757385254
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02749490737915039
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.03179597854614258
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02776479721069336
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02877020835876465
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.02919292449951172
Test Case 2,<Response [200]>,2024-10-24 11:34:09,0.032933950424194336
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.03405332565307617
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.028309106826782227
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.02703690528869629
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.03386688232421875
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.028284072875976562
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.028867006301879883
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.029853343963623047
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.030210256576538086
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.02980780601501465
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.029114961624145508
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.03249478340148926
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.030905961990356445
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.042886972427368164
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.05704617500305176
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.04317808151245117
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.06115889549255371
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.031932830810546875
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.031709909439086914
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.0329279899597168
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.030172109603881836
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.031082868576049805
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.028289079666137695
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.032594919204711914
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.029806137084960938
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.031941890716552734
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.029556989669799805
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.030703067779541016
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.03306007385253906
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.028716087341308594
Test Case 2,<Response [200]>,2024-10-24 11:34:10,0.029494047164916992
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.030601024627685547
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.029289960861206055
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03270292282104492
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.027310848236083984
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.02954387664794922
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.02959275245666504
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.029843807220458984
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03291487693786621
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03051590919494629
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028782129287719727
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.029907941818237305
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028712987899780273
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03299283981323242
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.02754497528076172
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028576135635375977
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.030209064483642578
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03025364875793457
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028954029083251953
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028406143188476562
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.030519962310791016
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.031036853790283203
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.029068946838378906
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028046131134033203
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.027187824249267578
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.027341127395629883
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028852224349975586
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.028044700622558594
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.029618024826049805
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.031511783599853516
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03066277503967285
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.031051158905029297
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03075695037841797
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03272581100463867
Test Case 2,<Response [200]>,2024-10-24 11:34:11,0.03275179862976074
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.03170895576477051
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.03206300735473633
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.03128194808959961
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.03622102737426758
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.031118154525756836
Test Case 2,<Response [200]>,2024-10-24 11:34:12,0.03198814392089844
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.034368038177490234
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03466296195983887
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.033902883529663086
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03346514701843262
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.032655954360961914
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03742623329162598
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03053116798400879
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03193998336791992
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03236579895019531
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.031768083572387695
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.033347129821777344
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.02507185935974121
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.030461788177490234
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028259754180908203
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.025292158126831055
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028330087661743164
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028980016708374023
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.029501914978027344
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.030179738998413086
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03128695487976074
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028157949447631836
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.030919790267944336
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.03566265106201172
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.0319058895111084
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028258085250854492
Test Case 3,<Response [200]>,2024-10-24 11:34:12,0.028336763381958008
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02924370765686035
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03040480613708496
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02767801284790039
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02716684341430664
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.0284879207611084
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.028432130813598633
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.027774810791015625
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.0316920280456543
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03832674026489258
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.025831937789916992
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.026807785034179688
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.026736974716186523
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.0290679931640625
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.030858993530273438
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03193402290344238
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.028230905532836914
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02924489974975586
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.029036760330200195
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02948904037475586
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03208422660827637
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.1509401798248291
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.031163692474365234
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.027469158172607422
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03222513198852539
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.030926942825317383
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.029288291931152344
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.02966785430908203
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03231978416442871
Test Case 3,<Response [200]>,2024-10-24 11:34:13,0.03098320960998535
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.030959129333496094
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03217792510986328
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03271603584289551
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.02997422218322754
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03161787986755371
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03222179412841797
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03090810775756836
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.034906864166259766
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.02971506118774414
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.028406143188476562
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.0285336971282959
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.028841018676757812
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.031171083450317383
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.032945871353149414
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03760099411010742
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03838801383972168
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.031323909759521484
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.04161214828491211
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.02848219871520996
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.031110286712646484
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.033139944076538086
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.030241012573242188
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.02919912338256836
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03031015396118164
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.027208805084228516
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.0304868221282959
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.029813051223754883
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.0324251651763916
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.027774810791015625
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.028290987014770508
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.029685020446777344
Test Case 3,<Response [200]>,2024-10-24 11:34:14,0.03293800354003906
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03452014923095703
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03049302101135254
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.0316472053527832
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03213071823120117
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.030974149703979492
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.0296633243560791
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.029596805572509766
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03003215789794922
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03425407409667969
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.030339956283569336
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.030269145965576172
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03256082534790039
Test Case 3,<Response [200]>,2024-10-24 11:34:15,0.03223896026611328
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03519916534423828
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03598833084106445
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03198099136352539
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03656911849975586
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03204202651977539
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03349494934082031
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.030472993850708008
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.029955148696899414
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03141283988952637
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.032019853591918945
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03475213050842285
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.03796672821044922
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.02468705177307129
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.023813724517822266
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.026641130447387695
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.02758312225341797
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.02773880958557129
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.02881598472595215
Test Case 4,<Response [200]>,2024-10-24 11:34:15,0.029240846633911133
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.028156280517578125
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.0279388427734375
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.03009200096130371
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02524709701538086
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02639603614807129
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.026881933212280273
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02854609489440918
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.027063846588134766
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.03033304214477539
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02674102783203125
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02844381332397461
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.028738975524902344
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.0264279842376709
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.029466867446899414
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.029970169067382812
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.026458024978637695
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.027044057846069336
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02755880355834961
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.028650999069213867
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02875804901123047
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02727818489074707
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02806711196899414
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.025959014892578125
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02532505989074707
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02886033058166504
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02573680877685547
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.10379219055175781
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.02917790412902832
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.03554987907409668
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.03317904472351074
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.03384685516357422
Test Case 4,<Response [200]>,2024-10-24 11:34:16,0.026405811309814453
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03196287155151367
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.04981207847595215
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.06801891326904297
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.061486005783081055
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.0720670223236084
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.029911041259765625
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03423810005187988
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.028313875198364258
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.028078079223632812
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.029499053955078125
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03726482391357422
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03234696388244629
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.05241894721984863
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.08244824409484863
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.0958409309387207
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.04043292999267578
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03152894973754883
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.026463985443115234
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03293895721435547
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.028029918670654297
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.03113698959350586
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.05654191970825195
Test Case 4,<Response [200]>,2024-10-24 11:34:17,0.041432857513427734
Test Case 4,<Response [200]>,2024-10-24 11:34:18,0.028695106506347656
Test Case 4,<Response [200]>,2024-10-24 11:34:18,0.026263713836669922
Test Case 4,<Response [200]>,2024-10-24 11:34:18,0.030457258224487305
